Average_Download_Speed,Maximum_Download_Speed,Postcode,Partial_Postcode,Town,District,County
50.5,133.8,TR2 4LQ,TR2 4,TRURO,CORNWALL,CORNWALL
47.9,71.3,TR2 4QP,TR2 4,TRURO,CORNWALL,CORNWALL
47.9,71.3,TR2 4QP,TR2 4,TRURO,CORNWALL,CORNWALL
52.7,80,TR2 4RS,TR2 4,TRURO,CORNWALL,CORNWALL
51.1,80,TR2 4SB,TR2 4,TRURO,CORNWALL,CORNWALL
32.3,53.3,TR2 5BG,TR2 5,TRURO,CORNWALL,CORNWALL
32.3,53.3,TR2 5BG,TR2 5,TRURO,CORNWALL,CORNWALL
42.4,79.2,TR2 5BP,TR2 5,TRURO,CORNWALL,CORNWALL
42.4,79.2,TR2 5BP,TR2 5,TRURO,CORNWALL,CORNWALL
42.4,79.2,TR2 5BP,TR2 5,TRURO,CORNWALL,CORNWALL
42.4,79.2,TR2 5BP,TR2 5,TRURO,CORNWALL,CORNWALL
36.3,55,TR2 5BS,TR2 5,TRURO,CORNWALL,CORNWALL
36.3,55,TR2 5BS,TR2 5,TRURO,CORNWALL,CORNWALL
54.3,79.9,TR2 5DG,TR2 5,TRURO,CORNWALL,CORNWALL
63.3,80,TR2 5DJ,TR2 5,TRURO,CORNWALL,CORNWALL
33,79.9,TR2 5DN,TR2 5,TRURO,CORNWALL,CORNWALL
18.1,45.7,TR2 5HE,TR2 5,TRURO,CORNWALL,CORNWALL
25.1,40,TR2 5HH,TR2 5,TRURO,CORNWALL,CORNWALL
25.1,40,TR2 5HH,TR2 5,TRURO,CORNWALL,CORNWALL
25.6,79.9,TR2 5HZ,TR2 5,TRURO,CORNWALL,CORNWALL
25.6,79.9,TR2 5HZ,TR2 5,TRURO,CORNWALL,CORNWALL
15.6,16.5,TR2 5NH,TR2 5,TRURO,CORNWALL,CORNWALL
15.6,16.5,TR2 5NH,TR2 5,TRURO,CORNWALL,CORNWALL
15.6,16.5,TR2 5NH,TR2 5,TRURO,CORNWALL,CORNWALL
15.6,16.5,TR2 5NH,TR2 5,TRURO,CORNWALL,CORNWALL
15.6,16.5,TR2 5NH,TR2 5,TRURO,CORNWALL,CORNWALL
15.6,16.5,TR2 5NH,TR2 5,TRURO,CORNWALL,CORNWALL
15.6,16.5,TR2 5NH,TR2 5,TRURO,CORNWALL,CORNWALL
15.6,16.5,TR2 5NH,TR2 5,TRURO,CORNWALL,CORNWALL
15.6,16.5,TR2 5NH,TR2 5,TRURO,CORNWALL,CORNWALL
15.6,16.5,TR2 5NH,TR2 5,TRURO,CORNWALL,CORNWALL
15.6,16.5,TR2 5NH,TR2 5,TRURO,CORNWALL,CORNWALL
15.6,16.5,TR2 5NH,TR2 5,TRURO,CORNWALL,CORNWALL
15.6,16.5,TR2 5NH,TR2 5,TRURO,CORNWALL,CORNWALL
15.6,16.5,TR2 5NH,TR2 5,TRURO,CORNWALL,CORNWALL
15.6,16.5,TR2 5NH,TR2 5,TRURO,CORNWALL,CORNWALL
15.6,16.5,TR2 5NH,TR2 5,TRURO,CORNWALL,CORNWALL
15.6,16.5,TR2 5NH,TR2 5,TRURO,CORNWALL,CORNWALL
15.6,16.5,TR2 5NH,TR2 5,TRURO,CORNWALL,CORNWALL
15.6,16.5,TR2 5NH,TR2 5,TRURO,CORNWALL,CORNWALL
15.6,16.5,TR2 5NH,TR2 5,TRURO,CORNWALL,CORNWALL
15.6,16.5,TR2 5NH,TR2 5,TRURO,CORNWALL,CORNWALL
30.5,73.9,TR2 5NZ,TR2 5,TRURO,CORNWALL,CORNWALL
31.7,80,TR2 5RW,TR2 5,TRURO,CORNWALL,CORNWALL
21.5,47.4,TR2 5TE,TR2 5,TRURO,CORNWALL,CORNWALL
32.9,80,TR26 2FG,TR26 ,ST IVES,CORNWALL,CORNWALL
32.9,80,TR26 2FG,TR26 ,ST IVES,CORNWALL,CORNWALL
32.9,80,TR26 2FG,TR26 ,ST IVES,CORNWALL,CORNWALL
32.9,80,TR26 2FG,TR26 ,ST IVES,CORNWALL,CORNWALL
32.9,80,TR26 2FG,TR26 ,ST IVES,CORNWALL,CORNWALL
32.9,80,TR26 2FG,TR26 ,ST IVES,CORNWALL,CORNWALL
32.9,80,TR26 2FG,TR26 ,ST IVES,CORNWALL,CORNWALL
32.9,80,TR26 2FG,TR26 ,ST IVES,CORNWALL,CORNWALL
32.9,80,TR26 2FG,TR26 ,ST IVES,CORNWALL,CORNWALL
32.9,80,TR26 2FG,TR26 ,ST IVES,CORNWALL,CORNWALL
32.9,80,TR26 2FG,TR26 ,ST IVES,CORNWALL,CORNWALL
32.9,80,TR26 2FG,TR26 ,ST IVES,CORNWALL,CORNWALL
32.9,80,TR26 2FG,TR26 ,ST IVES,CORNWALL,CORNWALL
32.9,80,TR26 2FG,TR26 ,ST IVES,CORNWALL,CORNWALL
32.9,80,TR26 2FG,TR26 ,ST IVES,CORNWALL,CORNWALL
32.9,80,TR26 2FG,TR26 ,ST IVES,CORNWALL,CORNWALL
34.7,55,TR26 2FL,TR26 ,ST IVES,CORNWALL,CORNWALL
34.7,55,TR26 2FL,TR26 ,ST IVES,CORNWALL,CORNWALL
29.7,77.5,TR26 2FN,TR26 ,ST IVES,CORNWALL,CORNWALL
29.7,77.5,TR26 2FN,TR26 ,ST IVES,CORNWALL,CORNWALL
29.7,77.5,TR26 2FN,TR26 ,ST IVES,CORNWALL,CORNWALL
42,79.7,TR26 2FZ,TR26 ,ST IVES,CORNWALL,CORNWALL
42,79.7,TR26 2FZ,TR26 ,ST IVES,CORNWALL,CORNWALL
42,79.7,TR26 2FZ,TR26 ,ST IVES,CORNWALL,CORNWALL
42,79.7,TR26 2FZ,TR26 ,ST IVES,CORNWALL,CORNWALL
42,79.7,TR26 2FZ,TR26 ,ST IVES,CORNWALL,CORNWALL
26.7,76.2,TR26 2JS,TR26 ,ST IVES,CORNWALL,CORNWALL
26.7,76.2,TR26 2JS,TR26 ,ST IVES,CORNWALL,CORNWALL
26.7,76.2,TR26 2JS,TR26 ,ST IVES,CORNWALL,CORNWALL
26.7,76.2,TR26 2JS,TR26 ,ST IVES,CORNWALL,CORNWALL
26.7,76.2,TR26 2JS,TR26 ,ST IVES,CORNWALL,CORNWALL
26.7,76.2,TR26 2JS,TR26 ,ST IVES,CORNWALL,CORNWALL
26.7,76.2,TR26 2JS,TR26 ,ST IVES,CORNWALL,CORNWALL
26.7,76.2,TR26 2JS,TR26 ,ST IVES,CORNWALL,CORNWALL
26.7,76.2,TR26 2JS,TR26 ,ST IVES,CORNWALL,CORNWALL
26.7,76.2,TR26 2JS,TR26 ,ST IVES,CORNWALL,CORNWALL
25.6,79.9,TR26 2JT,TR26 ,ST IVES,CORNWALL,CORNWALL
25.6,79.9,TR26 2JT,TR26 ,ST IVES,CORNWALL,CORNWALL
27.7,78,TR26 2JX,TR26 ,ST IVES,CORNWALL,CORNWALL
45.8,80,TR26 2LJ,TR26 ,ST IVES,CORNWALL,CORNWALL
33,72.9,TR26 2NQ,TR26 ,ST IVES,CORNWALL,CORNWALL
33,72.9,TR26 2NQ,TR26 ,ST IVES,CORNWALL,CORNWALL
25.3,78.9,TR26 2NR,TR26 ,ST IVES,CORNWALL,CORNWALL
25.3,78.9,TR26 2NR,TR26 ,ST IVES,CORNWALL,CORNWALL
25.3,78.9,TR26 2NR,TR26 ,ST IVES,CORNWALL,CORNWALL
25.3,78.9,TR26 2NR,TR26 ,ST IVES,CORNWALL,CORNWALL
25.3,78.9,TR26 2NR,TR26 ,ST IVES,CORNWALL,CORNWALL
25.3,78.9,TR26 2NR,TR26 ,ST IVES,CORNWALL,CORNWALL
36.2,79.9,TR26 2NS,TR26 ,ST IVES,CORNWALL,CORNWALL
28.6,69.1,TR26 2NU,TR26 ,ST IVES,CORNWALL,CORNWALL
28.6,69.1,TR26 2NU,TR26 ,ST IVES,CORNWALL,CORNWALL
28.6,69.1,TR26 2NU,TR26 ,ST IVES,CORNWALL,CORNWALL
28.6,69.1,TR26 2NU,TR26 ,ST IVES,CORNWALL,CORNWALL
28.6,69.1,TR26 2NU,TR26 ,ST IVES,CORNWALL,CORNWALL
28.6,69.1,TR26 2NU,TR26 ,ST IVES,CORNWALL,CORNWALL
28.6,69.1,TR26 2NU,TR26 ,ST IVES,CORNWALL,CORNWALL
28.6,69.1,TR26 2NU,TR26 ,ST IVES,CORNWALL,CORNWALL
28.6,69.1,TR26 2NU,TR26 ,ST IVES,CORNWALL,CORNWALL
28.6,69.1,TR26 2NU,TR26 ,ST IVES,CORNWALL,CORNWALL
28.6,69.1,TR26 2NU,TR26 ,ST IVES,CORNWALL,CORNWALL
33.8,79.9,TR26 2NZ,TR26 ,ST IVES,CORNWALL,CORNWALL
25.5,76.6,TR26 2PB,TR26 ,ST IVES,CORNWALL,CORNWALL
25.5,76.6,TR26 2PB,TR26 ,ST IVES,CORNWALL,CORNWALL
25.5,76.6,TR26 2PB,TR26 ,ST IVES,CORNWALL,CORNWALL
18.5,72.8,TR26 2PD,TR26 ,ST IVES,CORNWALL,CORNWALL
20.4,51.3,TR26 2PE,TR26 ,ST IVES,CORNWALL,CORNWALL
20.4,51.3,TR26 2PE,TR26 ,ST IVES,CORNWALL,CORNWALL
20.4,51.3,TR26 2PE,TR26 ,ST IVES,CORNWALL,CORNWALL
31,74.5,TR26 2PH,TR26 ,ST IVES,CORNWALL,CORNWALL
31,74.5,TR26 2PH,TR26 ,ST IVES,CORNWALL,CORNWALL
31,74.5,TR26 2PH,TR26 ,ST IVES,CORNWALL,CORNWALL
31,74.5,TR26 2PH,TR26 ,ST IVES,CORNWALL,CORNWALL
31,74.5,TR26 2PH,TR26 ,ST IVES,CORNWALL,CORNWALL
31,74.5,TR26 2PH,TR26 ,ST IVES,CORNWALL,CORNWALL
31,74.5,TR26 2PH,TR26 ,ST IVES,CORNWALL,CORNWALL
31,74.5,TR26 2PH,TR26 ,ST IVES,CORNWALL,CORNWALL
31,74.5,TR26 2PH,TR26 ,ST IVES,CORNWALL,CORNWALL
31,74.5,TR26 2PH,TR26 ,ST IVES,CORNWALL,CORNWALL
31,74.5,TR26 2PH,TR26 ,ST IVES,CORNWALL,CORNWALL
31,74.5,TR26 2PH,TR26 ,ST IVES,CORNWALL,CORNWALL
31,74.5,TR26 2PH,TR26 ,ST IVES,CORNWALL,CORNWALL
31,74.5,TR26 2PH,TR26 ,ST IVES,CORNWALL,CORNWALL
31,74.5,TR26 2PH,TR26 ,ST IVES,CORNWALL,CORNWALL
31,74.5,TR26 2PH,TR26 ,ST IVES,CORNWALL,CORNWALL
31,74.5,TR26 2PH,TR26 ,ST IVES,CORNWALL,CORNWALL
31,74.5,TR26 2PH,TR26 ,ST IVES,CORNWALL,CORNWALL
31,74.5,TR26 2PH,TR26 ,ST IVES,CORNWALL,CORNWALL
31,74.5,TR26 2PH,TR26 ,ST IVES,CORNWALL,CORNWALL
46.3,80,TR26 2PT,TR26 ,ST IVES,CORNWALL,CORNWALL
25.9,79.9,TR26 2PU,TR26 ,ST IVES,CORNWALL,CORNWALL
25.9,79.9,TR26 2PU,TR26 ,ST IVES,CORNWALL,CORNWALL
25.9,79.9,TR26 2PU,TR26 ,ST IVES,CORNWALL,CORNWALL
25.9,79.9,TR26 2PU,TR26 ,ST IVES,CORNWALL,CORNWALL
25.9,79.9,TR26 2PU,TR26 ,ST IVES,CORNWALL,CORNWALL
25.9,79.9,TR26 2PU,TR26 ,ST IVES,CORNWALL,CORNWALL
25.9,79.9,TR26 2PU,TR26 ,ST IVES,CORNWALL,CORNWALL
25.9,79.9,TR26 2PU,TR26 ,ST IVES,CORNWALL,CORNWALL
25.9,79.9,TR26 2PU,TR26 ,ST IVES,CORNWALL,CORNWALL
52.7,80,TR26 2PY,TR26 ,ST IVES,CORNWALL,CORNWALL
21,40,TR26 2QH,TR26 ,ST IVES,CORNWALL,CORNWALL
21,40,TR26 2QH,TR26 ,ST IVES,CORNWALL,CORNWALL
50.3,80,TR26 2QR,TR26 ,ST IVES,CORNWALL,CORNWALL
46.8,80,TR26 2QS,TR26 ,ST IVES,CORNWALL,CORNWALL
46.8,80,TR26 2QS,TR26 ,ST IVES,CORNWALL,CORNWALL
46.8,80,TR26 2QS,TR26 ,ST IVES,CORNWALL,CORNWALL
46.8,80,TR26 2QS,TR26 ,ST IVES,CORNWALL,CORNWALL
46.8,80,TR26 2QS,TR26 ,ST IVES,CORNWALL,CORNWALL
33.6,76.6,TR26 2RE,TR26 ,ST IVES,CORNWALL,CORNWALL
26.8,79.9,TR26 2RP,TR26 ,ST IVES,CORNWALL,CORNWALL
26.8,79.9,TR26 2RP,TR26 ,ST IVES,CORNWALL,CORNWALL
26.8,79.9,TR26 2RP,TR26 ,ST IVES,CORNWALL,CORNWALL
26.8,79.9,TR26 2RP,TR26 ,ST IVES,CORNWALL,CORNWALL
48.6,79.9,TR26 2RS,TR26 ,ST IVES,CORNWALL,CORNWALL
36.9,80,TR26 2RT,TR26 ,ST IVES,CORNWALL,CORNWALL
36.9,80,TR26 2RT,TR26 ,ST IVES,CORNWALL,CORNWALL
36.9,80,TR26 2RT,TR26 ,ST IVES,CORNWALL,CORNWALL
36.9,80,TR26 2RT,TR26 ,ST IVES,CORNWALL,CORNWALL
44.2,80,TR26 2SF,TR26 ,ST IVES,CORNWALL,CORNWALL
44.2,80,TR26 2SF,TR26 ,ST IVES,CORNWALL,CORNWALL
44.2,80,TR26 2SF,TR26 ,ST IVES,CORNWALL,CORNWALL
44.2,80,TR26 2SF,TR26 ,ST IVES,CORNWALL,CORNWALL
44.2,80,TR26 2SF,TR26 ,ST IVES,CORNWALL,CORNWALL
44.2,80,TR26 2SF,TR26 ,ST IVES,CORNWALL,CORNWALL
44.2,80,TR26 2SF,TR26 ,ST IVES,CORNWALL,CORNWALL
44.2,80,TR26 2SF,TR26 ,ST IVES,CORNWALL,CORNWALL
44.2,80,TR26 2SF,TR26 ,ST IVES,CORNWALL,CORNWALL
44.2,80,TR26 2SF,TR26 ,ST IVES,CORNWALL,CORNWALL
44.2,80,TR26 2SF,TR26 ,ST IVES,CORNWALL,CORNWALL
44.2,80,TR26 2SF,TR26 ,ST IVES,CORNWALL,CORNWALL
44.2,80,TR26 2SF,TR26 ,ST IVES,CORNWALL,CORNWALL
32.3,68.7,TR26 2SW,TR26 ,ST IVES,CORNWALL,CORNWALL
39.5,80,TR26 2SX,TR26 ,ST IVES,CORNWALL,CORNWALL
39.5,80,TR26 2SX,TR26 ,ST IVES,CORNWALL,CORNWALL
39.5,80,TR26 2SX,TR26 ,ST IVES,CORNWALL,CORNWALL
39.5,80,TR26 2SX,TR26 ,ST IVES,CORNWALL,CORNWALL
39.5,80,TR26 2SX,TR26 ,ST IVES,CORNWALL,CORNWALL
23.1,40,TR26 2TE,TR26 ,ST IVES,CORNWALL,CORNWALL
51,79.9,TR26 3DP,TR26 ,ST IVES,CORNWALL,CORNWALL
15.3,39.9,TR26 3EJ,TR26 ,ST IVES,CORNWALL,CORNWALL
15.3,39.9,TR26 3EJ,TR26 ,ST IVES,CORNWALL,CORNWALL
33.3,80,TR26 3HW,TR26 ,ST IVES,CORNWALL,CORNWALL
33.3,80,TR26 3HW,TR26 ,ST IVES,CORNWALL,CORNWALL
33.3,80,TR26 3HW,TR26 ,ST IVES,CORNWALL,CORNWALL
33.3,80,TR26 3HW,TR26 ,ST IVES,CORNWALL,CORNWALL
33.3,80,TR26 3HW,TR26 ,ST IVES,CORNWALL,CORNWALL
33.3,80,TR26 3HW,TR26 ,ST IVES,CORNWALL,CORNWALL
33.3,80,TR26 3HW,TR26 ,ST IVES,CORNWALL,CORNWALL
33.3,80,TR26 3HW,TR26 ,ST IVES,CORNWALL,CORNWALL
33.3,80,TR26 3HW,TR26 ,ST IVES,CORNWALL,CORNWALL
33.3,80,TR26 3HW,TR26 ,ST IVES,CORNWALL,CORNWALL
33.3,80,TR26 3HW,TR26 ,ST IVES,CORNWALL,CORNWALL
51.5,79.9,TR26 3JP,TR26 ,ST IVES,CORNWALL,CORNWALL
51.5,79.9,TR26 3JP,TR26 ,ST IVES,CORNWALL,CORNWALL
51.5,79.9,TR26 3JP,TR26 ,ST IVES,CORNWALL,CORNWALL
44.1,79.8,TR26 3LJ,TR26 ,ST IVES,CORNWALL,CORNWALL
6.9,9.7,TR27 4PN,TR27 ,HAYLE,CORNWALL,CORNWALL
15.1,38.2,TR27 5AA,TR27 ,HAYLE,CORNWALL,CORNWALL
7.9,11.7,TR27 5AE,TR27 ,HAYLE,CORNWALL,CORNWALL
47.8,80,TR27 5AF,TR27 ,HAYLE,CORNWALL,CORNWALL
47.8,80,TR27 5AF,TR27 ,HAYLE,CORNWALL,CORNWALL
47.8,80,TR27 5AF,TR27 ,HAYLE,CORNWALL,CORNWALL
47.8,80,TR27 5AF,TR27 ,HAYLE,CORNWALL,CORNWALL
47.8,80,TR27 5AF,TR27 ,HAYLE,CORNWALL,CORNWALL
47.8,80,TR27 5AF,TR27 ,HAYLE,CORNWALL,CORNWALL
47.8,80,TR27 5AF,TR27 ,HAYLE,CORNWALL,CORNWALL
47.8,80,TR27 5AF,TR27 ,HAYLE,CORNWALL,CORNWALL
47.8,80,TR27 5AF,TR27 ,HAYLE,CORNWALL,CORNWALL
47.8,80,TR27 5AF,TR27 ,HAYLE,CORNWALL,CORNWALL
47.8,80,TR27 5AF,TR27 ,HAYLE,CORNWALL,CORNWALL
47.8,80,TR27 5AF,TR27 ,HAYLE,CORNWALL,CORNWALL
47.8,80,TR27 5AF,TR27 ,HAYLE,CORNWALL,CORNWALL
47.8,80,TR27 5AF,TR27 ,HAYLE,CORNWALL,CORNWALL
47.8,80,TR27 5AF,TR27 ,HAYLE,CORNWALL,CORNWALL
47.8,80,TR27 5AF,TR27 ,HAYLE,CORNWALL,CORNWALL
47.8,80,TR27 5AF,TR27 ,HAYLE,CORNWALL,CORNWALL
47.8,80,TR27 5AF,TR27 ,HAYLE,CORNWALL,CORNWALL
47.8,80,TR27 5AF,TR27 ,HAYLE,CORNWALL,CORNWALL
47.8,80,TR27 5AF,TR27 ,HAYLE,CORNWALL,CORNWALL
47.8,80,TR27 5AF,TR27 ,HAYLE,CORNWALL,CORNWALL
47.8,80,TR27 5AF,TR27 ,HAYLE,CORNWALL,CORNWALL
47.8,80,TR27 5AF,TR27 ,HAYLE,CORNWALL,CORNWALL
47.8,80,TR27 5AF,TR27 ,HAYLE,CORNWALL,CORNWALL
47.8,80,TR27 5AF,TR27 ,HAYLE,CORNWALL,CORNWALL
47.8,80,TR27 5AF,TR27 ,HAYLE,CORNWALL,CORNWALL
47.8,80,TR27 5AF,TR27 ,HAYLE,CORNWALL,CORNWALL
47.8,80,TR27 5AF,TR27 ,HAYLE,CORNWALL,CORNWALL
47.8,80,TR27 5AF,TR27 ,HAYLE,CORNWALL,CORNWALL
47.8,80,TR27 5AF,TR27 ,HAYLE,CORNWALL,CORNWALL
47.8,80,TR27 5AF,TR27 ,HAYLE,CORNWALL,CORNWALL
47.8,80,TR27 5AF,TR27 ,HAYLE,CORNWALL,CORNWALL
47.8,80,TR27 5AF,TR27 ,HAYLE,CORNWALL,CORNWALL
47.8,80,TR27 5AF,TR27 ,HAYLE,CORNWALL,CORNWALL
47.8,80,TR27 5AF,TR27 ,HAYLE,CORNWALL,CORNWALL
47.8,80,TR27 5AF,TR27 ,HAYLE,CORNWALL,CORNWALL
47.8,80,TR27 5AF,TR27 ,HAYLE,CORNWALL,CORNWALL
47.8,80,TR27 5AF,TR27 ,HAYLE,CORNWALL,CORNWALL
47.8,80,TR27 5AF,TR27 ,HAYLE,CORNWALL,CORNWALL
47.8,80,TR27 5AF,TR27 ,HAYLE,CORNWALL,CORNWALL
47.8,80,TR27 5AF,TR27 ,HAYLE,CORNWALL,CORNWALL
47.8,80,TR27 5AF,TR27 ,HAYLE,CORNWALL,CORNWALL
47.8,80,TR27 5AF,TR27 ,HAYLE,CORNWALL,CORNWALL
47.8,80,TR27 5AF,TR27 ,HAYLE,CORNWALL,CORNWALL
47.8,80,TR27 5AF,TR27 ,HAYLE,CORNWALL,CORNWALL
47.8,80,TR27 5AF,TR27 ,HAYLE,CORNWALL,CORNWALL
47.8,80,TR27 5AF,TR27 ,HAYLE,CORNWALL,CORNWALL
47.8,80,TR27 5AF,TR27 ,HAYLE,CORNWALL,CORNWALL
47.8,80,TR27 5AF,TR27 ,HAYLE,CORNWALL,CORNWALL
47.8,80,TR27 5AF,TR27 ,HAYLE,CORNWALL,CORNWALL
47.8,80,TR27 5AF,TR27 ,HAYLE,CORNWALL,CORNWALL
47.8,80,TR27 5AF,TR27 ,HAYLE,CORNWALL,CORNWALL
47.8,80,TR27 5AF,TR27 ,HAYLE,CORNWALL,CORNWALL
47.8,80,TR27 5AF,TR27 ,HAYLE,CORNWALL,CORNWALL
47.8,80,TR27 5AF,TR27 ,HAYLE,CORNWALL,CORNWALL
47.8,80,TR27 5AF,TR27 ,HAYLE,CORNWALL,CORNWALL
5.7,8.2,TR27 5BA,TR27 ,HAYLE,CORNWALL,CORNWALL
5.7,8.2,TR27 5BA,TR27 ,HAYLE,CORNWALL,CORNWALL
5.7,8.2,TR27 5BA,TR27 ,HAYLE,CORNWALL,CORNWALL
5.7,8.2,TR27 5BA,TR27 ,HAYLE,CORNWALL,CORNWALL
5.7,8.2,TR27 5BA,TR27 ,HAYLE,CORNWALL,CORNWALL
5.7,8.2,TR27 5BA,TR27 ,HAYLE,CORNWALL,CORNWALL
33,54.9,TR27 5DA,TR27 ,HAYLE,CORNWALL,CORNWALL
33,54.9,TR27 5DA,TR27 ,HAYLE,CORNWALL,CORNWALL
31.5,79.9,TR27 5EP,TR27 ,HAYLE,CORNWALL,CORNWALL
7.3,8.1,TR27 5ER,TR27 ,HAYLE,CORNWALL,CORNWALL
41,80,TR27 5HA,TR27 ,HAYLE,CORNWALL,CORNWALL
20.1,38.8,TR27 5HZ,TR27 ,HAYLE,CORNWALL,CORNWALL
35.5,44.1,TR27 5JJ,TR27 ,HAYLE,CORNWALL,CORNWALL
15.3,33.8,TR27 6AL,TR27 ,HAYLE,CORNWALL,CORNWALL
28.6,44,TR27 6AR,TR27 ,HAYLE,CORNWALL,CORNWALL
34.1,80,TR27 6BA,TR27 ,HAYLE,CORNWALL,CORNWALL
4.3,5.7,TR27 6EE,TR27 ,HAYLE,CORNWALL,CORNWALL
34.1,40,TR27 6HA,TR27 ,HAYLE,CORNWALL,CORNWALL
34.1,40,TR27 6HA,TR27 ,HAYLE,CORNWALL,CORNWALL
10.7,16.2,TR27 6HG,TR27 ,HAYLE,CORNWALL,CORNWALL
10.7,16.2,TR27 6HG,TR27 ,HAYLE,CORNWALL,CORNWALL
10.7,16.2,TR27 6HG,TR27 ,HAYLE,CORNWALL,CORNWALL
10.7,16.2,TR27 6HG,TR27 ,HAYLE,CORNWALL,CORNWALL
10.7,16.2,TR27 6HG,TR27 ,HAYLE,CORNWALL,CORNWALL
10.7,16.2,TR27 6HG,TR27 ,HAYLE,CORNWALL,CORNWALL
10.7,16.2,TR27 6HG,TR27 ,HAYLE,CORNWALL,CORNWALL
10.7,16.2,TR27 6HG,TR27 ,HAYLE,CORNWALL,CORNWALL
10.7,16.2,TR27 6HG,TR27 ,HAYLE,CORNWALL,CORNWALL
10.7,16.2,TR27 6HG,TR27 ,HAYLE,CORNWALL,CORNWALL
10.7,16.2,TR27 6HG,TR27 ,HAYLE,CORNWALL,CORNWALL
10.7,16.2,TR27 6HG,TR27 ,HAYLE,CORNWALL,CORNWALL
10.7,16.2,TR27 6HG,TR27 ,HAYLE,CORNWALL,CORNWALL
10.7,16.2,TR27 6HG,TR27 ,HAYLE,CORNWALL,CORNWALL
10.7,16.2,TR27 6HG,TR27 ,HAYLE,CORNWALL,CORNWALL
10.7,16.2,TR27 6HG,TR27 ,HAYLE,CORNWALL,CORNWALL
10.7,16.2,TR27 6HG,TR27 ,HAYLE,CORNWALL,CORNWALL
10.7,16.2,TR27 6HG,TR27 ,HAYLE,CORNWALL,CORNWALL
10.7,16.2,TR27 6HG,TR27 ,HAYLE,CORNWALL,CORNWALL
10.7,16.2,TR27 6HG,TR27 ,HAYLE,CORNWALL,CORNWALL
10.7,16.2,TR27 6HG,TR27 ,HAYLE,CORNWALL,CORNWALL
10.7,16.2,TR27 6HG,TR27 ,HAYLE,CORNWALL,CORNWALL
10.7,16.2,TR27 6HG,TR27 ,HAYLE,CORNWALL,CORNWALL
10.7,16.2,TR27 6HG,TR27 ,HAYLE,CORNWALL,CORNWALL
10.7,16.2,TR27 6HG,TR27 ,HAYLE,CORNWALL,CORNWALL
10.7,16.2,TR27 6HG,TR27 ,HAYLE,CORNWALL,CORNWALL
10.7,16.2,TR27 6HG,TR27 ,HAYLE,CORNWALL,CORNWALL
10.7,16.2,TR27 6HG,TR27 ,HAYLE,CORNWALL,CORNWALL
10.7,16.2,TR27 6HG,TR27 ,HAYLE,CORNWALL,CORNWALL
10.7,16.2,TR27 6HG,TR27 ,HAYLE,CORNWALL,CORNWALL
10.7,16.2,TR27 6HG,TR27 ,HAYLE,CORNWALL,CORNWALL
10.7,16.2,TR27 6HG,TR27 ,HAYLE,CORNWALL,CORNWALL
10.7,16.2,TR27 6HG,TR27 ,HAYLE,CORNWALL,CORNWALL
10.7,16.2,TR27 6HG,TR27 ,HAYLE,CORNWALL,CORNWALL
10.7,16.2,TR27 6HG,TR27 ,HAYLE,CORNWALL,CORNWALL
10.7,16.2,TR27 6HG,TR27 ,HAYLE,CORNWALL,CORNWALL
10.7,16.2,TR27 6HG,TR27 ,HAYLE,CORNWALL,CORNWALL
10.7,16.2,TR27 6HG,TR27 ,HAYLE,CORNWALL,CORNWALL
10.7,16.2,TR27 6HG,TR27 ,HAYLE,CORNWALL,CORNWALL
10.7,16.2,TR27 6HG,TR27 ,HAYLE,CORNWALL,CORNWALL
10.7,16.2,TR27 6HG,TR27 ,HAYLE,CORNWALL,CORNWALL
10.7,16.2,TR27 6HG,TR27 ,HAYLE,CORNWALL,CORNWALL
10.7,16.2,TR27 6HG,TR27 ,HAYLE,CORNWALL,CORNWALL
10.7,16.2,TR27 6HG,TR27 ,HAYLE,CORNWALL,CORNWALL
10.7,16.2,TR27 6HG,TR27 ,HAYLE,CORNWALL,CORNWALL
10.7,16.2,TR27 6HG,TR27 ,HAYLE,CORNWALL,CORNWALL
10.7,16.2,TR27 6HG,TR27 ,HAYLE,CORNWALL,CORNWALL
10.7,16.2,TR27 6HG,TR27 ,HAYLE,CORNWALL,CORNWALL
10.7,16.2,TR27 6HG,TR27 ,HAYLE,CORNWALL,CORNWALL
10.7,16.2,TR27 6HG,TR27 ,HAYLE,CORNWALL,CORNWALL
10.7,16.2,TR27 6HG,TR27 ,HAYLE,CORNWALL,CORNWALL
10.7,16.2,TR27 6HG,TR27 ,HAYLE,CORNWALL,CORNWALL
10.7,16.2,TR27 6HG,TR27 ,HAYLE,CORNWALL,CORNWALL
10.7,16.2,TR27 6HG,TR27 ,HAYLE,CORNWALL,CORNWALL
10.7,16.2,TR27 6HG,TR27 ,HAYLE,CORNWALL,CORNWALL
10.7,16.2,TR27 6HG,TR27 ,HAYLE,CORNWALL,CORNWALL
10.7,16.2,TR27 6HG,TR27 ,HAYLE,CORNWALL,CORNWALL
38.9,79.9,TR27 6HT,TR27 ,HAYLE,CORNWALL,CORNWALL
38.9,79.9,TR27 6HT,TR27 ,HAYLE,CORNWALL,CORNWALL
38.9,79.9,TR27 6HT,TR27 ,HAYLE,CORNWALL,CORNWALL
25.1,79.9,TR27 6JW,TR27 ,HAYLE,CORNWALL,CORNWALL
12.6,19.8,TR27 6NF,TR27 ,HAYLE,CORNWALL,CORNWALL
